Event_ID,Species,# Observed,Age,Composition,Breeding Status,Notes
20070506163624-141861975.193024,MEGU,3.00E+00,,,X,
20070506163624-141861975.193024,NOPI,1.00E+00,,,PY?,Female with 2 young nearly adult-size that appeared capable of flying; can not say for sure that these are local young.
20070506163624-141861975.193024,MALL,1.00E+00,,,PY?,Female with 3 young adult-sized that appeared capable of flying; can not say for sure that these are local young.
20070506163624-268132150.173187,NOCR,4.00E+00,,,X,
20070506163624-268132150.173187,HERG,3.00E+00,"1A, 2I",,X,
20070506163624-268132150.173187,HASE,1.00E+00,,,,
20070506163624-268132150.173187,SUSC,5.00E+01,,,X,Count approximate; flying south.
20070506163624-268132150.173187,HASE,1.00E+00,,,,
20070506163624-268132150.173187,COME,1.00E+00,,,PY?,All 5 were adult-size and looked like juveniles; female with 4 young?
20070506163624-268132150.173187,MEGU,2.90E+01,,,PY?,Twenty-nine adults and 2 juveniles.
20070506163624-268132150.173187,HARD,1.00E+00,,1 f,X,
20070506163624-268132150.173187,HASE,2.00E+00,,,,
20070506163624-431542336.940765,SUSC,3.20E+01,,4 m + 28 f,X,
20070506163624-431542336.940765,MAMU,1.20E+01,,,P,
20070506163624-431542336.940765,PIGU,2.00E+00,,,X,
20070506163624-396198332.309723,MEGU,2.00E+00,,,,
20070506163624-396198332.309723,CORA,1.00E+00,,,,
20070506163624-396198332.309723,UNGU,1.00E+00,,,,
20070506163624-396198332.309723,HERG,1.00E+00,,,,
20070506163624-396198332.309723,HERG,1.00E+00,,,,
20070506163624-396198332.309723,HASE,2.00E+00,,,,
20070506163624-396198332.309723,GRYE,1.00E+00,,,,
20070506163624-396198332.309723,NOCR,9.00E+01,,,,Count approximate.
20070506163624-396198332.309723,HERG,1.60E+01,,,,Juveniles present.
20070506163624-396198332.309723,MEGU,7.10E+01,,,,
20070506163624-396198332.309723,BOGU,6.00E+00,,,,Count approximate. Juveniles present.
20070506163624-396198332.309723,CORA,1.00E+00,,,,
20070506163624-396198332.309723,KILL,1.00E+00,,,,Foraging on beach on north side of mouth of Skagway River.
20070506163624-499702513.217926,MEGU,5.00E+00,,,,
20070506163624-499702513.217926,HERG,1.00E+00,,,,
20070506163624-579042971.134186,MEGU,2.00E+00,,,,
20070506163624-579042971.134186,BAEA,1.00E+00,1A,,,
20070506163624-579042971.134186,MAMU,6.00E+00,,"1 pr, 1, 1, 1pr",,
20070506163624-579042971.134186,BOGU,2.00E+00,,,PY?,"Observed in addition, 1 juvenile flying; can say for sure that this is a local young."
20070506163624-894253432.750702,HASE,2.00E+00,,,,
20070506163624-894253432.750702,MEGU,1.00E+00,,,,
20070506163624-894253432.750702,CORA,1.00E+00,,,,
20070506163624-824579894.542694,MEGU,1.00E+00,,,,
20070506163624-824579894.542694,CORA,2.00E+00,,,,
20070506163624-824579894.542694,HERG,1.00E+00,,,,
20070506163624-824579894.542694,HASE,3.00E+00,,,,
20070506163624-824579894.542694,BAEA,1.00E+00,,,,
20070506163624-890102326.869965,SUSC,1.30E+01,,5 m + 8 f,,
20070506163624-890102326.869965,CORA,1.00E+00,,,,
20070506163624-890102326.869965,BAEA,1.00E+00,1A,,,
20070506163624-890102326.869965,HERG,1.00E+00,,,,
20070506163624-890102326.869965,MEGU,1.30E+01,,,,
20070506163624-890102326.869965,HASE,1.00E+00,,,,
20070506163624-890102326.869965,MEGU,1.50E+01,,,,
20070506163624-890102326.869965,BOGU,1.20E+01,,,,
20070506163624-890102326.869965,HERG,2.00E+00,,,,
20070506163624-890102326.869965,HASE,1.00E+00,,,,Observed eating salmon.
20070506163624-890102326.869965,BAEA,1.00E+00,1A,,,
20070506163624-890102326.869965,HERG,3.00E+00,,,,
20070506163624-890102326.869965,MEGU,9.00E+00,,,,
20070506163624-890102326.869965,BAEA,3.00E+00,"1A, 2I",,,
20070506175816-767111659.049988,HERG,2.00E+00,,,,Observed one juvenile in addition.
20070506175816-767111659.049988,MEGU,1.00E+00,,,,
20070506175816-767111659.049988,SESA,1.00E+00,,,,In winter plummage.
20070506175816-767111659.049988,BAEA,2.00E+00,2A,,,
20070506163624-692628085.613251,BOGU,4.80E+01,,,,
20070506163624-692628085.613251,HERG,2.00E+00,,,A,Six juveniles observed.
20070506163624-692628085.613251,GBHE,4.00E+00,,,,
20070506163624-692628085.613251,BAEA,1.90E+01,"10A, 9I",,,
20070506163624-692628085.613251,UNSB,2.00E+00,,,,Unidentified shorebird.
20070506163624-692628085.613251,GRYE,1.00E+00,,,,
20070506163624-692628085.613251,UNSA,1.00E+00,,,,"Rock Sandpiper?? Overall, a little larger than one-half size of GRYE, dark stout bill long as head, white above eye, light buff bib, reddish scapulars, reddish tail, contour feathers dark with white edges, white V down back when wings slightly spread, oli"
20070506163624-692628085.613251,AGWT,2.00E+00,,,,Two birds were light brown in color and six were a rich chocolate brown; possibly 2 females with six young (hard to say)?
20070506163624-692628085.613251,SESA,6.00E+00,,,,
20070506163624-692628085.613251,MEGU,6.00E+00,,,,
20070506163624-692628085.613251,BEKI,1.00E+00,,,,
20070506163624-692628085.613251,MALL,3.00E+00,,,,Females?
20070506163624-692628085.613251,NOPI,6.00E+00,,,,Females?
20070506163624-692628085.613251,AMWI,4.00E+00,,,,Appeared very cinnimon on sides.
20070506163624-692628085.613251,NOCR,4.00E+00,,,,
20070506163624-134092986.58371,MAMU,3.00E+00,,"1 pr, 1",,
20070506163624-134092986.58371,BAEA,1.00E+00,1A,,,In spruce on east shore.
20070506163624-134092986.58371,HAPO,1.00E+00,,,,
20070506163624-134092986.58371,HASE,1.00E+00,,,,
20070506163624-134092986.58371,MEGU,3.00E+00,,,,
20070506163624-384317219.257355,COME,1.00E+00,,,,Female with 4 young?
20070506163624-384317219.257355,HASE,1.00E+00,,,,
20070506163624-768974125.385284,BAEA,1.00E+00,,,,
20070506163624-768974125.385284,HASE,8.00E+00,,,,
20070506163624-768974125.385284,UNGU,3.00E+00,,,,
20070506163624-768974125.385284,MAMU,1.00E+00,,,,
20070506163624-768974125.385284,BOGU,9.00E+00,,,,
20070506163624-768974125.385284,COME,2.00E+00,,,,One lacked primaries.
20070506163624-768974125.385284,SUSC,1.70E+01,,7 m + 10 f,,Molting.
20070506163624-327914297.580719,SSHA,1.00E+00,,,,Flew to tree at observation point.
20070506163624-327914297.580719,HASE,8.00E+00,,,,
20070506163624-327914297.580719,HERG,1.00E+01,,,,
20070506163624-327914297.580719,BAEA,2.00E+00,"1A, 1I",,,Both flying along eastern shore.
20070506163624-327914297.580719,MEGU,6.00E+00,,,,
20070506175816-592458248.138428,COME,1.00E+00,,,,Appeared to be a female with 4 young?
20070506175816-592458248.138428,BAEA,2.00E+00,"1A, 1I",,,Above Taiya River bridge.
20070506175816-592458248.138428,HERG,2.00E+00,,,,
20070506175816-592458248.138428,MEGU,2.00E+00,,,,
20070506163624-496446907.520294,BAEA,5.00E+00,"1A, 4I",,,On gravel beach on west shore at low tide.
20070506163624-496446907.520294,MEGU,3.00E+00,,,,
20070506163624-496446907.520294,HERG,1.00E+00,,,,
20070506163624-496446907.520294,HASE,4.00E+00,,,,
20070506163624-496446907.520294,MEGU,2.00E+00,,,,
20070506163624-496446907.520294,MALL,2.00E+00,,2 f,,Together with 2 AMWI.
20070506163624-496446907.520294,AMWI,2.00E+00,,,,Together with 2 female MALLs.
20070506163624-31154453.754425,BAEA,1.00E+00,1A,,,
20070506163624-503143250.94223,HASE,1.00E+00,,,,
20070506163624-70524156.0935974,BOGU,7.00E+00,,,,"Together with MEGUs, HERG, and COMEs."
20070506163624-70524156.0935974,MEGU,2.00E+00,,,,"Together with BOGUs, HERG, and COMEs."
20070506163624-70524156.0935974,HERG,1.00E+00,,,,"Together with BOGUs, MEGUs, and COMEs."
20070506163624-70524156.0935974,COME,4.00E+00,,,,"Together with BOGUs, MEGUs, and HERG."
20070506163624-70524156.0935974,SUSC,1.00E+01,,4 m + 6 f,,
20070506163624-70524156.0935974,HASE,1.00E+00,,,,
20070506163624-70524156.0935974,MAMU,7.00E+00,,"3, 1 pr, 1 pr",,
20070506163624-70524156.0935974,SUSC,1.20E+01,,"3 m + 1 f, 2 pr, 4 m",,
20070506163624-824130237.102509,HASE,1.90E+01,,,,
20070506163624-824130237.102509,BAEA,4.00E+00,"1A, 3I",,,
20070506163624-824130237.102509,MALL,4.00E+00,,1m + 3 unk sex,,
20070506163624-824130237.102509,AGWT,2.00E+00,,,,
20070506163624-824130237.102509,COME,2.00E+00,,,,One or 2 broods? There were 13 total individuals in 2 groups that came together.
20070506163624-824130237.102509,MEGU,1.50E+01,,,,In feeding frenzy.
20070506163624-824130237.102509,CORA,1.00E+00,,,,
20070506163624-824130237.102509,HARD,1.00E+00,,,,Female with 5 young capable of flying.
20070506175816-298165440.559387,MEGU,2.00E+00,,,,
20070506163624-853130757.808685,BAEA,6.00E+00,"2A, 4I",,,Near mouth of Nelson Creek.
20070506163624-853130757.808685,BEKI,1.00E+00,,,,
20070506163624-432827174.663544,SUSC,2.00E+00,,1 pr,,Flying north.
20070506163624-432827174.663544,HERG,1.00E+00,,,,
20070506163624-432827174.663544,MEGU,7.00E+00,,,,
20070506163624-432827174.663544,COME,5.00E+00,,,,Brood?
20070506163624-432827174.663544,COME,4.00E+00,,,,Brood?
20070506163624-432827174.663544,HASE,1.00E+00,,,,
20070506163624-432827174.663544,SCAU,2.00E+00,,,,Females or Juveniles?
20070506163624-432827174.663544,HARD,1.00E+00,,,,Female with 3 young.
20070506163624-432827174.663544,HARD,1.00E+00,,1 f,,
20070506163624-432827174.663544,MEGU,1.50E+01,,,,
20070506163624-432827174.663544,NOCR,5.00E+01,,,,Count approximate.
20070506163624-432827174.663544,BAEA,1.00E+00,1A,,,
20070506163624-59677302.8373718,MAMU,1.00E+00,,,,
20070506163624-59677302.8373718,SUSC,7.00E+00,,,,Flying N into Nahku Bay.
20070506163624-59677302.8373718,MEGU,3.00E+00,,,,
